timestamp,cpu_pct,ram_used_mb,ram_total_mb,ram_pct,disk_write_kb_s
2026-07-27 17:59:16,14,17121,32639,52.5,169.2
2026-07-27 17:59:23,21,17174,32639,52.6,0
2026-07-27 17:59:29,9,17235,32639,52.8,0
2026-07-27 17:59:36,13,17403,32639,53.3,0
2026-07-27 17:59:42,25,17551,32639,53.8,151.2
2026-07-27 17:59:49,28,17623,32639,54,0
2026-07-27 17:59:55,28,17773,32639,54.5,15
2026-07-27 18:00:02,11,17880,32639,54.8,0
2026-07-27 18:00:08,19,17883,32639,54.8,396.8
2026-07-27 18:00:15,24,17894,32639,54.8,0
2026-07-27 18:00:22,7,18023,32639,55.2,0
2026-07-27 18:00:28,14,17911,32639,54.9,0
2026-07-27 18:00:35,10,18033,32639,55.2,0
2026-07-27 18:00:41,23,18093,32639,55.4,0
2026-07-27 18:00:48,19,18104,32639,55.5,0
2026-07-27 18:00:54,15,18088,32639,55.4,0
2026-07-27 18:01:01,25,18081,32639,55.4,0
2026-07-27 18:01:07,14,18089,32639,55.4,0
2026-07-27 18:01:14,17,18063,32639,55.3,802
2026-07-27 18:01:20,29,18080,32639,55.4,15.6
2026-07-27 18:01:27,8,18085,32639,55.4,0
2026-07-27 18:01:33,16,18090,32639,55.4,0
2026-07-27 18:01:39,21,18096,32639,55.4,269.3
2026-07-27 18:01:46,16,18083,32639,55.4,0
2026-07-27 18:01:52,10,18086,32639,55.4,0
2026-07-27 18:01:59,20,18094,32639,55.4,31.5
2026-07-27 18:02:05,20,18096,32639,55.4,15.7
2026-07-27 18:02:12,26,18100,32639,55.5,0
2026-07-27 18:02:18,16,18341,32639,56.2,0
2026-07-27 18:02:24,13,18370,32639,56.3,409.1
2026-07-27 18:02:31,26,18206,32639,55.8,0
2026-07-27 18:02:37,15,18149,32639,55.6,189.4
2026-07-27 18:02:44,7,18123,32639,55.5,0
2026-07-27 18:02:50,22,18116,32639,55.5,800.7
2026-07-27 18:02:57,17,18120,32639,55.5,0
